﻿Spotify URI,Track Name,Artist Name,Album Name,Disc Number,Track Number,Track Duration (ms),Added By,Added At
"spotify:track:4Jr3ANbchLmnVe3sh2Aqaj","Wanted","James Quick","Wanted","1","1","193000","spotify:user:iabouhashish","2019-01-26T19:36:14Z"
"spotify:track:3oL2EBuIfhr95iGdJICBl9","All My Friends","The Revivalists","All My Friends","1","1","219200","spotify:user:iabouhashish","2019-01-26T19:36:14Z"
"spotify:track:2mj7x99sNUsVHPBRK51zlG","Electric (feat. Khalid)","Alina Baraz, Khalid","The Color Of You","1","9","246327","spotify:user:iabouhashish","2019-01-26T19:36:14Z"
"spotify:track:6VPMD5bCn0uvFthBRLZOLZ","Pink Moon","Tash Sultana","Flow State","1","7","410997","spotify:user:iabouhashish","2019-01-26T19:36:14Z"
"spotify:track:1V8fHRK9qQeQqZWWfz9oNU","The Mystic","Adam Jensen","The Mystic","1","1","189600","spotify:user:iabouhashish","2019-01-26T19:36:14Z"
"spotify:track:6S5Y3ZFgM2n71wV7jwAIUo","How Many Times - Original Mix","Elderbrook, Andhim","Poolside Australia 2016","1","5","250450","spotify:user:iabouhashish","2019-01-26T19:36:14Z"
"spotify:track:51WWRd3UTNUOEAsXL9Y7NE","Free Mind","Tash Sultana","Free Mind","1","1","205612","spotify:user:iabouhashish","2019-01-26T19:36:14Z"
