﻿Spotify URI,Track Name,Artist Name,Album Name,Disc Number,Track Number,Track Duration (ms),Added By,Added At
"spotify:track:5HeKOKc4phmLn8e4I7EkzD","My Blood","Twenty One Pilots","Trench","1","4","229120","spotify:user:iabouhashish","2019-02-10T20:24:51Z"
"spotify:track:5SehvGGC53A7SZKCLXQcyt","Nico And The Niners","Twenty One Pilots","Trench","1","9","225040","spotify:user:iabouhashish","2019-02-10T20:24:51Z"
"spotify:track:0IZRLxomNJV9mb13uVJ2Lj","Lost The Game","Two Feet","Lost The Game & I Want It","1","1","171493","spotify:user:iabouhashish","2019-02-10T20:24:51Z"
"spotify:track:3K874ORmFuV9Ari5TmOqfY","Go Rilla","FIL BO RIVA","Go Rilla","1","1","236039","spotify:user:iabouhashish","2019-02-10T20:24:54Z"
"spotify:track:3WYAeLh2FXjb0d7OhMxIu1","Blow That Smoke","Major Lazer, Tove Lo","Major Lazer Essentials","1","1","223000","spotify:user:iabouhashish","2019-02-10T20:24:59Z"
"spotify:track:79s4MhMtQe6os40Yti6mUj","Golden Town","Brutus","Brutus","1","4","335139","spotify:user:iabouhashish","2019-02-10T20:25:10Z"
"spotify:track:4lCNkFQzQeowul9imW96MK","Run Overdrive","Civil Civic","Rules","1","2","290866","spotify:user:iabouhashish","2019-02-10T20:25:22Z"
