﻿Spotify URI,Track Name,Artist Name,Album Name,Disc Number,Track Number,Track Duration (ms),Added By,Added At
"spotify:track:6SjUDhQsGP1Ynz4aYGxckR","What You Do","James Gillespie","What You Do","1","1","215253","spotify:user:iabouhashish","2019-01-26T20:36:03Z"
"spotify:track:56Z7hbyMrndw1naxb6I5Oi","Reckoner","Radiohead","In Rainbows","1","7","290213","spotify:user:iabouhashish","2019-01-26T20:36:03Z"
"spotify:track:7JK8XRHurusTnfalMv43sr","Midnight Blues","Snowy White, The White Flames","No Faith Required","1","4","513360","spotify:user:iabouhashish","2019-01-26T20:36:03Z"
"spotify:track:2Aj1tRbhbsBWVOMVgcO9pR","Tap Water Drinking","Lewis Del Mar","Lewis Del Mar","1","6","253293","spotify:user:iabouhashish","2019-01-26T20:36:03Z"
"spotify:track:3TTVgqpcMhzeymFY0OJ4Ia","Wave(s)","Lewis Del Mar","EP","1","2","238400","spotify:user:iabouhashish","2019-01-26T20:36:03Z"
