﻿Spotify URI,Track Name,Artist Name,Album Name,Disc Number,Track Number,Track Duration (ms),Added By,Added At
"spotify:track:60NMp2g45KfA8UlwXfVjVE","Graceland","Allan Rayman","Hotel Allan","1","5","286106","spotify:user:iabouhashish","2019-02-10T19:18:35Z"
"spotify:track:1YhrdNVxbHxYnAYAqWiRzr","Wolf","Allan Rayman","Roadhouse 01","1","1","231573","spotify:user:iabouhashish","2019-02-10T19:18:35Z"
"spotify:track:4pr2A1vgqaGJ1yj6hFr3aE","13","Allan Rayman","Roadhouse 01","1","12","242306","spotify:user:iabouhashish","2019-02-10T19:18:35Z"
"spotify:track:0aVQHaVi4hnNwS7ka194QT","Word Of Mouth","Allan Rayman","Word Of Mouth","1","1","179533","spotify:user:iabouhashish","2019-02-10T19:18:35Z"
"spotify:track:4IWBM3QbriYkFLVrIBAHwx","take care","EDEN","vertigo","1","2","195872","spotify:user:iabouhashish","2019-02-10T19:18:43Z"
"spotify:track:7EkMIQ2PzEzwQroLl6dUvw","crash","EDEN","vertigo","1","7","232412","spotify:user:iabouhashish","2019-02-10T19:18:43Z"
"spotify:track:1rFAG22RkvaM6BlpWQoZ47","Blood / / Water","grandson","Blood / / Water","1","1","216720","spotify:user:iabouhashish","2019-02-10T19:18:43Z"
"spotify:track:1gqMiO3xDw0QxK89NmHdl9","Let The Band Play","Badflower","Temper","1","4","269120","spotify:user:iabouhashish","2019-02-10T19:19:23Z"
"spotify:track:0kC7ue5PIaNQ2uOT3MaJzG","Dig","Black Honey","Dig","1","1","201254","spotify:user:iabouhashish","2019-02-10T19:19:40Z"
"spotify:track:7etM2UCXhojLbY8BQ6VUJf","Lit Me Up","Brand New","Science Fiction","1","1","376960","spotify:user:iabouhashish","2019-02-10T19:19:56Z"
"spotify:track:1dfq7MAIUgkayX7xkqegVo","Hallow Fate","Gin Wigmore","Hallow Fate","1","1","184273","spotify:user:iabouhashish","2019-02-10T19:21:16Z"
"spotify:track:53iXeVf9BcNNgxUW14l86Q","Phantoms and Friends - Kubi & Vincenzzo Remix","Old Man Canyon, Kubi, Vincenzzo","Phantoms and Friends","1","1","243711","spotify:user:iabouhashish","2019-02-10T19:21:55Z"
"spotify:track:0CczqIwQrFvuiR0Q6g6IYP","Fever Pitch","Rainbow Kitten Surprise","Fever Pitch","1","1","163746","spotify:user:iabouhashish","2019-02-10T19:22:15Z"
"spotify:track:5JTrnP5JWHFh9rle31vf35","The Good Old Days","To Kill A King","The Spiritual Dark Age","1","7","219405","spotify:user:iabouhashish","2019-02-10T19:23:02Z"
"spotify:track:0iHA83002w19QxhOIixKDy","Oh My Dear Lord","The Unlikely Candidates","Oh My Dear Lord","1","1","192500","spotify:user:iabouhashish","2019-02-10T19:23:05Z"
"spotify:track:4cWpl51zHIQ9RVSfGlhW2a","I Love You, Will You Marry Me","YUNGBLUD","YUNGBLUD","1","2","177600","spotify:user:iabouhashish","2019-02-10T19:23:08Z"
"spotify:track:1FypY1QUzlLK2UmU0tSjdY","West Coast","Junior Empire","West Coast","1","1","236000","spotify:user:iabouhashish","2019-02-10T19:27:21Z"
"spotify:track:2Alj8rndTrRMffcoJ9A2jT","White Socks","Matija","Are We an Electric Generation Falling Apart?","1","3","198764","spotify:user:iabouhashish","2019-02-10T19:27:41Z"
